"","Stock","Method","FixN2","Use.r","Use.k","Use.q","Resilience","Prior.r.low","Prior.r.hi","Prior.k.low","Prior.k.hi","Prior.log.k","Prior.log.k.sd","Prior.q.low","Prior.q.hi","Prior.log.q","Prior.log.q.sd","r","r.low","r.high","k","k.low","k.high","msy","msy.low","msy.high","fmsy","fmsy.low","fmsy.high","bmsy","bmsy.low","bmsy.high","b.end","b.end.low","b.end.hi","bbmsy","bbmsy.low","bbmsy.hi","f.end","f.end.low","f.end.hi","ffmsy","ffmsy.low","ffmsy.hi","Converge","Prior.Warn","Fit.Warn"
"25","Had_7_bk","CMSY","Y","Y","Y","Y","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.565525438699537,0.407485471376748,0.784859938038403,120.784336769309,76.6397572502319,190.356239792993,17.0766537598741,13.3100126488645,21.9092281373225,0.282762719349769,0.203742735688374,0.392429969019201,60.3921683846547,38.319878625116,95.1781198964966,54.8006481005086,25.9755065167717,71.94901253602,0.907413155816296,0.430113824549673,1.19136329197118,0.293281202998233,0.223380411120359,0.618736731452098,1.03719897613325,0.789992441839705,2.1881835514771,"","",""
"251","Had_7_bk","BSM","Y","Y","Y","Y","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.476881125654625,0.302490245662454,0.751811376620034,126.253360858056,92.88742120445,171.604625483896,15.0519612109173,12.0324655795873,18.8291863206584,0.238440562827312,0.151245122831227,0.375905688310017,63.126680429028,46.443710602225,85.8023127419478,42.0124749790162,24.841240176617,72.2220748499769,0.665526441331728,0.39351412125251,1.14408162062592,0.382553039496659,0.222535838708394,0.646988632038128,1.60439580816507,0.93329690246354,2.71341681283776,"","",""
"1","Had_7_bk","SPICT","N","N","N","N","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.406868616085419,-0.479804281908028,1.29354151407886,80.5096228614639,-22.4828738847888,183.502119607717,15.2355558,11.18275239,20.75715821,0.74797581,0.21681076,2.58044295,20.35800288,6.36208537,65.14346428,18.45162228,7.12814863,47.76308441,0.90635719,0.26436562,3.10737595,0.94965803,0.34759968,2.59450868,1.26963737,0.29751378,5.41816597,"Convergence: 0  MSG: relative convergence (4)","",""
"11","Had_7_bk","SPICT","Y","N","N","N","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",1.12059370393507,0.250185094290901,1.99100231357924,65.2113109863836,11.95437920359,118.468242769177,15.52739312,10.87543704,22.16921822,0.53461887,0.23913998,1.19518842,29.20709456,12.44741742,68.53263967,23.30137039,7.9599431,68.21077178,0.7977983,0.41808239,1.52238445,0.74889496,0.24253971,2.31237873,1.40080158,0.57887222,3.38977239,"Convergence: 0  MSG: relative convergence (4)","",""
"12","Had_7_bk","SPICT","Y","Y","N","N","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.752135649654062,0.230734590642138,1.27353670866599,95.3950586901759,15.4489921733463,175.341125207005,15.11737994,9.53637837,23.96456676,0.35335217,0.17040667,0.73270464,43.07963409,19.11768415,97.07529736,33.7010396,9.67516886,117.38917291,0.78229633,0.35828012,1.70812589,0.51547097,0.14116599,1.8822545,1.45880234,0.49382241,4.30945262,"Convergence: 0  MSG: relative convergence (4)","",""
"13","Had_7_bk","SPICT","Y","Y","Y","N","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.610022509246958,0.195839379406953,1.02420563908696,251.03353027596,-37.3451810646004,539.412241616521,29.61981994,8.00277636,109.62867058,0.2767082,0.13446607,0.5694182,108.75773114,35.15797103,336.43136214,127.88341801,27.78700386,588.55458772,1.17585588,0.61795364,2.23744463,0.13254141,0.02816888,0.6236395,0.47899342,0.08247059,2.78201833,"Convergence: 0  MSG: relative convergence (4)","",""
"14","Had_7_bk","SPICT","Y","Y","N","Y","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.815833967498716,0.36260363243188,1.26906430256555,84.3050938763117,41.1380101551701,127.472177597453,14.66573348,10.31069499,20.86025613,0.38560595,0.21737985,0.68401901,38.25828641,22.76429644,64.29790102,27.59339634,15.54079667,48.99333912,0.72123973,0.3808689,1.36578953,0.63303072,0.33905821,1.18188523,1.64165184,0.76437774,3.52577089,"Convergence: 0  MSG: relative convergence (4)","",""
"15","Had_7_bk","SPICT","Y","Y","Y","Y","Medium","0.2","0.8","34.4304166666667","550.886666666667","5.67900654262264","0.535016540874068","0.0975150469397244","0.390060187758898","-1.41145785342454","0.229072682968539",0.563824023014602,0.159737690910874,0.96791035511833,144.750674911669,-51.9244184495255,341.425768272863,16.76504228,7.95741117,35.32136729,0.26090129,0.12185587,0.55860652,64.86316477,17.29320155,243.28809969,29.13626546,16.42662006,51.67964939,0.44919587,0.09948751,2.02816333,0.60203706,0.32176992,1.1264217,2.30752809,0.85202544,6.24944473,"Convergence: 0  MSG: relative convergence (4)","",""
