North Sea/Skagerrak/Eastern Channel Cod; Stock Weights (=Total Catch weights) updated 19 Apr 18															
1	4														
1963	2018														
1	15														
1															
0.314	0.809	2.647	4.491	6.794	9.409	11.562	11.942	13.383	13.756	0.000	0.000	0.000	0.000	0.000
0.357	0.761	2.366	4.528	6.447	8.520	10.606	10.758	12.340	12.540	0.000	0.000	0.000	0.000	18.000
0.312	0.900	2.295	4.512	7.274	9.498	11.898	12.041	13.053	14.441	12.640	17.434	0.000	16.928	0.000
0.313	0.836	2.437	4.169	7.027	9.599	11.766	11.968	14.060	14.746	14.825	17.450	0.000	0.000	0.000
0.326	0.868	2.395	3.153	6.803	9.610	12.033	12.481	13.589	14.271	18.583	19.103	0.000	0.000	0.000
0.327	0.848	2.215	4.094	5.341	8.020	8.581	10.162	10.720	12.497	11.518	11.807	0.000	0.000	0.000
0.417	0.755	2.127	3.852	5.715	6.722	9.262	9.749	10.384	12.743	11.017	13.718	8.095	0.000	0.000
0.449	0.845	2.028	4.001	6.131	7.945	9.953	10.131	11.919	12.554	14.473	14.225	0.000	0.000	0.000
0.314	0.834	2.188	4.258	6.528	8.646	10.356	11.219	12.881	13.147	15.676	15.176	0.000	0.000	0.000
0.300	0.729	2.080	3.968	6.011	8.246	9.766	10.228	11.875	12.530	14.455	14.272	0.000	0.000	0.000
0.335	0.700	1.913	3.776	5.488	7.453	9.019	9.810	11.077	12.359	12.892	12.899	12.832	0.000	0.000
0.304	0.901	2.206	4.156	6.174	8.333	9.889	10.791	12.175	12.425	13.660	14.049	14.309	0.000	0.000
0.304	0.760	2.348	4.226	6.404	8.691	10.107	10.910	12.339	12.976	13.831	17.410	15.662	0.000	0.000
0.198	0.722	2.449	4.577	6.494	8.620	10.132	11.340	12.888	14.139	14.705	14.376	20.738	0.000	0.000
0.294	0.673	2.128	4.606	6.714	8.828	10.071	11.052	11.824	13.134	14.417	14.513	14.160	0.000	0.000
0.432	0.743	2.001	4.146	6.530	8.667	9.685	11.099	12.427	12.778	13.847	13.739	17.148	0.000	0.000
0.291	0.905	2.411	4.423	6.579	8.474	10.637	11.550	13.057	14.148	15.982	15.394	0.000	0.000	0.000
0.257	0.917	1.948	4.401	6.109	9.120	9.550	11.867	12.782	14.081	16.475	12.166	0.000	0.000	0.000
0.330	0.769	2.186	4.615	7.045	8.884	9.933	11.519	13.338	14.897	16.987	18.129	28.496	0.000	0.000
0.358	0.908	1.856	4.130	6.785	8.903	10.398	12.500	13.469	12.890	13.998	15.879	0.000	0.000	0.000
0.403	0.882	1.834	3.880	6.491	8.423	9.848	11.837	12.797	12.562	14.117	15.238	0.000	0.000	0.000
0.305	0.921	2.156	3.972	6.190	8.362	10.317	11.352	13.505	13.408	12.886	14.086	0.000	18.203	14.516
0.314	0.800	2.132	4.164	6.324	8.430	10.362	12.074	13.072	14.443	16.850	14.591	16.263	0.000	16.148
0.293	0.782	1.822	3.504	6.230	8.140	9.896	11.940	12.951	13.859	14.794	13.866	12.968	0.000	28.015
0.437	0.773	1.955	3.650	6.052	8.307	10.243	11.461	12.447	18.691	16.110	16.389	18.508	16.020	0.000
0.466	0.753	1.975	3.187	5.992	7.914	9.764	12.127	14.242	17.787	16.134	14.614	21.610	17.894	15.068
0.364	0.932	1.810	3.585	5.273	7.921	9.724	11.212	12.586	15.557	14.107	16.802	15.478	22.499	0.000
0.382	0.690	2.165	3.791	5.931	7.890	10.235	10.923	12.803	15.525	14.064	19.833	31.261	16.162	17.687
0.393	0.889	1.995	3.971	6.082	8.033	9.545	10.948	13.481	13.171	14.566	15.187	20.188	17.547	0.000
0.395	0.970	2.546	4.223	6.247	8.483	10.101	10.482	11.849	13.904	14.039	16.126	16.603	19.200	0.000
0.326	0.846	2.477	4.551	6.540	8.094	9.641	10.734	12.329	13.443	11.895	15.385	15.194	18.907	19.208
0.305	0.788	2.188	4.471	7.167	8.436	9.537	10.323	12.223	14.247	12.500	12.501	13.601	14.855	0.000
0.420	0.768	2.206	4.293	7.220	8.980	10.282	11.743	13.107	12.052	13.993	13.657	14.467	0.000	0.000
0.433	0.831	2.095	4.034	6.637	8.494	9.729	11.080	12.264	12.756	10.621	11.201	16.749	0.000	10.613
0.386	0.797	2.117	3.821	6.228	8.394	9.979	11.424	12.300	12.761	13.222	11.034	14.871	16.344	0.000
0.372	0.634	1.622	3.495	5.387	7.563	9.628	10.643	11.499	13.085	12.432	18.742	15.926	21.273	16.746
0.318	0.732	1.405	3.305	5.726	7.403	8.582	10.365	11.600	12.330	11.667	16.974	0.000	0.000	0.000
0.354	0.903	1.747	3.216	4.903	7.488	9.636	10.671	10.894	11.414	15.089	15.004	0.000	0.000	0.000
0.372	0.606	2.093	3.663	5.871	7.333	9.264	10.081	12.062	12.009	9.324	15.805	0.000	0.000	0.000
0.298	0.572	1.576	3.726	5.537	8.006	9.451	10.012	11.888	12.795	13.208	10.045	0.000	0.000	0.000
0.285	0.781	1.645	3.298	5.757	6.694	8.838	12.674	11.518	11.053	14.988	14.894	15.661	0.000	0.000
0.269	0.496	1.712	3.075	5.175	7.449	8.974	9.894	11.857	12.095	14.206	13.005	0.000	0.000	0.000
0.342	0.860	1.529	3.533	5.124	7.201	9.457	10.567	11.384	12.066	23.997	13.482	0.000	0.000	0.000
0.250	0.236	1.804	3.828	5.665	7.229	9.262	10.477	12.325	14.862	17.875	18.411	0.000	0.000	0.000
0.313	0.893	2.001	4.026	6.117	8.543	9.255	10.293	12.282	14.559	22.018	12.610	7.671	0.000	0.000
0.424	0.904	1.966	3.890	6.207	7.491	9.644	11.489	11.387	12.725	15.381	0.000	0.000	0.000	0.000
0.406	1.133	2.355	4.023	6.154	7.560	9.733	11.447	11.291	11.786	25.448	12.037	13.563	16.906	13.100
0.335	0.965	2.426	4.180	6.033	8.299	9.472	11.631	12.827	12.083	10.052	0.000	0.000	0.000	0.000
0.405	0.915	2.438	4.569	6.472	7.829	9.656	9.461	10.853	14.436	12.588	11.364	0.000	0.000	0.000
0.274	0.800	2.252	4.154	6.392	8.117	9.095	11.799	12.548	11.754	21.367	18.379	0.000	0.000	0.000
0.388	0.932	2.249	4.060	5.999	8.360	9.385	9.486	11.364	11.680	41.862	11.681	21.494	21.494	0.000
0.398	0.927	2.237	4.083	5.598	7.392	9.190	9.180	11.469	16.456	34.656	0.000	0.000	0.000	0.000
0.366	0.945	2.098	4.031	5.802	6.761	8.602	9.410	8.663	13.838	17.397	37.832	0.000	0.000	0.000
0.387	1.049	2.138	3.803	5.712	7.332	7.928	8.717	10.367	11.926	13.077	21.453	0.000	0.000	0.000
0.249	0.925	2.238	3.794	5.296	6.857	8.850	8.618	9.586	17.579	21.881	10.596	18.610	18.610	0.000
0.334	0.973	2.158	3.876	5.604	6.983	8.460	8.915	9.539	14.447	17.452	23.294	6.203	6.203	0.000




