Cod VIa SGFS Q4 indices
1996 2009
1  6
0.81 0.95
0.7	14.4	5	3	1.1	0.5
10.9	2.4	1.4	1.4	1.4	0.2
14.8	9.7	1.1	0	0	0
4	6	9.2	0.5	0	0
15.8	2.6	0.4	0.4	0	0
1.7	7.3	1.7	0.3	0	0
10.4	2.8	6.8	0.6	0	0
1.5	11.3	2.9	0.6	0	0
5.1	3.8	1.4	0	0.7	0
2.1	3	0	0.6	0.3	0
16.9	5.9	1.4	0.7	0	0
12	20	1.3	0.5	0	0.3
7.7	5	7	1	0	0
14.2	3.8	1.2	1.2	0.3	0
