Cod VIa UKSGFS-WIBTS-Q1 indices ## Taken from "WS Q1 and Q4 2011-2018 fish abundance index.xls"
2011 2018
1  6
0.0 0.25
0.090	78.372	24.058	0.217	0.490	0.302
44.184	120.078	33.726	2.314	8.343	4.830
118.346	151.038	136.893	240.049	6.473	0.090
20.172	383.273	12.228	3.037	5.471	0.281
14.348	112.817	1264.733	602.266	289.820	98.914
1.814	214.422	607.478	319.207	5.019	1.603
1.426	155.671	498.572	1061.902	20475.947	84.789
1	24.03	2.21	20.09	7.46	0.5




