1


    Run title : HADDOCK LANDISC 2004 ROCKALL                                                    

    At 15/05/2018  18:25   

                   Terminal Fs derived using XSA (With F shrinkage)                              

       Table  8    Fishing mortality (F) at age                             
       YEAR,       1991,    1992,    1993,    1994,    1995,    1996,    1997,

       AGE
         1,        .2408,   .1777,   .1052,   .1417,   .0507,   .2408,   .1666,
         2,        .6074,   .4907,   .3370,   .2877,   .2532,   .5707,   .3420,
         3,        .9012,   .8219,   .6638,   .6003,   .5553,   .4953,   .3136,
         4,        .9476,   .9955,   .5339,   .9410,   .7956,   .5172,   .3482,
         5,        .4524,  1.0109,   .9905,   .5576,   .8505,   .6974,   .5631,
         6,        .6922,   .3244,   .8192,   .9381,   .3468,   .6912,  1.0686,
       +gp,        .6922,   .3244,   .8192,   .9381,   .3468,   .6912,  1.0686,
0  FBAR  2- 5,     .7271,   .8297,   .6313,   .5966,   .6136,   .5701,   .3917,
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       Table  8    Fishing mortality (F) at age                             
       YEAR,       1998,    1999,    2000,    2001,    2002,    2003,    2004,    2005,    2006,    2007,

       AGE
         1,        .2450,   .4987,   .3908,   .1137,   .1538,   .1664,   .0756,   .0778,   .0359,   .1790,
         2,        .5807,   .7407,   .8555,   .1499,   .2400,   .4445,   .1488,   .4827,   .1478,   .1653,
         3,        .6558,   .8976,  1.0592,   .2723,   .6110,   .5687,   .3535,   .4364,   .4020,   .6450,
         4,        .5071,   .9461,  1.2570,   .2471,   .7235,   .6309,   .8965,   .5262,   .2451,   .8175,
         5,        .6243,   .8651,  1.2641,  1.0456,   .3595,  1.1435,  1.2784,   .1564,   .2725,   .3725,
         6,        .7152,  1.4262,  1.3309,  1.3199,   .8325,   .7866,   .9216,   .2861,   .1276,   .3613,
       +gp,        .7152,  1.4262,  1.3309,  1.3199,   .8325,   .7866,   .9216,   .2861,   .1276,   .3613,
0  FBAR  2- 5,     .5920,   .8624,  1.1089,   .4287,   .4835,   .6969,   .6693,   .4004,   .2668,   .5001,
1


    Run title : HADDOCK LANDISC 2004 ROCKALL                                                    

    At 15/05/2018  18:25   

                   Terminal Fs derived using XSA (With F shrinkage)                              

       Table  8    Fishing mortality (F) at age                             
       YEAR,       2008,    2009,    2010,    2011,    2012,    2013,    2014,    2015,    2016,    2017,       FBAR **-**

       AGE
         1,        .1947,   .2780,   .0000,   .0204,   .0035,   .1310,   .0103,   .0047,   .0224,   .0220,       .0163,
         2,        .4376,   .4953,   .2317,   .0597,   .0407,   .0530,   .0838,   .0988,   .0752,   .1637,       .1126,
         3,        .2950,   .4711,   .3455,   .3401,   .2204,   .1032,   .7878,   .1427,   .1245,   .2092,       .1588,
         4,        .5048,   .3493,   .2921,   .4380,   .3436,   .0872,   .7659,   .4560,   .0603,   .1570,       .2244,
         5,        .7359,   .3675,   .3559,   .2022,   .0124,   .0746,   .3964,   .2673,   .0267,   .0978,       .1306,
         6,        .2747,  1.1673,   .4113,   .3589,   .0993,   .2319,   .5082,   .3805,   .1469,   .7557,       .4277,
       +gp,        .2747,  1.1673,   .4113,   .3589,   .0993,   .2319,   .5082,   .3805,   .1469,   .7557,
0  FBAR  2- 5,     .4933,   .4208,   .3063,   .2600,   .1543,   .0795,   .5085,   .2412,   .0717,   .1569,
1


    Run title : HADDOCK LANDISC 2004 ROCKALL                                                    

    At 15/05/2018  18:25   

                   Terminal Fs derived using XSA (With F shrinkage)                              

       Table 10    Stock number at age (start of year)               Numbers*10**-3
       YEAR,       1991,    1992,    1993,    1994,    1995,    1996,    1997,

       AGE
         1,       109428,  109196,  123709,   68353,   61431,   62462,   71699,
         2,        82171,   70422,   74849,   91170,   48571,   47808,   40194,
         3,        28265,   36650,   35298,   43750,   55983,   30871,   22121,
         4,         9640,    9397,   13191,   14880,   19651,   26304,   15402,
         5,         5175,    3060,    2843,    6332,    4754,    7262,   12839,
         6,          765,    2695,     912,     865,    2968,    1663,    2960,
       +gp,         1140,     816,     700,     415,     295,     201,     341,
0       TOTAL,    236582,  232237,  251501,  225764,  193654,  176570,  165557,
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
       Table 10    Stock number at age (start of year)               Numbers*10**-3
       YEAR,       1998,    1999,    2000,    2001,    2002,    2003,    2004,    2005,    2006,    2007,

       AGE
         1,        72346,   48638,   28093,   78821,  103570,   47412,   14155,   15669,   90261,   10053,
         2,        49693,   46362,   24184,   15561,   57596,   72704,   32868,   10746,   11868,   71294,
         3,        23376,   22764,   18098,    8416,   10966,   37095,   38166,   23190,    5429,    8382,
         4,        13236,    9934,    7595,    5138,    5248,    4874,   17197,   21944,   12272,    2974,
         5,         8902,    6526,    3158,    1769,    3286,    2084,    2123,    5744,   10615,    7864,
         6,         5986,    3904,    2250,     730,     509,    1878,     544,     484,    4022,    6618,
       +gp,         2970,    3940,    3032,     885,     855,     966,     855,     852,    1390,    2679,
0       TOTAL,    176508,  142067,   86409,  111321,  182030,  167012,  105909,   78629,  135859,  109864,
1


    Run title : HADDOCK LANDISC 2004 ROCKALL                                                    

    At 15/05/2018  18:25   

                   Terminal Fs derived using XSA (With F shrinkage)                              

       Table 10    Stock number at age (start of year)               Numbers*10**-3
       YEAR,       2008,    2009,    2010,    2011,    2012,    2013,    2014,    2015,    2016,    2017,    2018,      GMST 91-**    AMST 91-**

       AGE
         1,         2970,    1014,    1381,     197,    1337,   50464,   39735,   17672,   15703,   63355,       0,       22738,       49203,
         2,         6882,    2001,     629,    1131,     158,    1091,   36244,   32198,   14401,   12572,   50743,       17212,       37136,
         3,        49477,    3637,     999,     408,     872,     124,     847,   27289,   23881,   10936,    8738,       10161,       21299,
         4,         3601,   30160,    1859,     579,     238,     573,      92,     315,   19371,   17263,    7263,        4818,        9852,
         5,         1075,    1780,   17412,    1137,     306,     138,     430,      35,     164,   14932,   12080,        2474,        4666,
         6,         4436,     422,    1009,    9987,     760,     247,     105,     237,      22,     130,   11085,        1286,        2278,
       +gp,         4254,     791,    1007,    1004,    5782,    2955,    1665,     387,     105,     125,      98,
0       TOTAL,     72694,   39805,   24296,   14442,    9453,   55591,   79118,   78133,   73647,  119314,   90008,
1


    Run title : HADDOCK LANDISC 2004 ROCKALL                                                    ,
 
    At 15/05/2018  18:25   

        Table 16    Summary     (without SOP correction)           

                   Terminal Fs derived using XSA (With F shrinkage)                              
 
,            RECRUITS,    TOTALBIO,    TOTSPBIO,    LANDINGS,   YIELD/SSB,  FBAR  2- 5,
 ,             Age 1
    1991,       109428,       50646,       15386,        5655,       .3675,       .7271,
    1992,       109196,       49922,       18568,        5320,       .2865,       .8297,
    1993,       123709,       54300,       19537,        4784,       .2449,       .6313,
    1994,        68353,       55588,       23887,        5733,       .2400,       .5966,
    1995,        61431,       47207,       29175,        5587,       .1915,       .6136,
    1996,        62462,       46994,       25209,        7075,       .2807,       .5701,
    1997,        71699,       41177,       21779,        5166,       .2372,       .3917,
    1998,        72346,       43625,       21001,        4984,       .2373,       .5920,
    1999,        48638,       32659,       16303,        5221,       .3202,       .8624,
    2000,        28093,       22990,       11635,        4558,       .3918,      1.1089,
    2001,        78821,       21089,        6607,        1918,       .2903,       .4287,
    2002,       103570,       34663,        6916,        2571,       .3717,       .4835,
    2003,        47412,       35539,       13526,        5961,       .4407,       .6969,
    2004,        14155,       24875,       16286,        6400,       .3930,       .6693,
    2005,        15669,       19762,       15858,        5191,       .3273,       .4004,
    2006,        90261,       24281,       13536,        2759,       .2038,       .2668,
    2007,        10053,       25373,       10967,        3348,       .3053,       .5001,
    2008,         2970,       25767,       23517,        4205,       .1788,       .4933,
    2009,         1014,       16054,       15226,        3237,       .2126,       .4208,
    2010,         1381,       13038,       12679,        3404,       .2685,       .3063,
    2011,          197,        8098,        7742,        1905,       .2460,       .2600,
    2012,         1337,        8115,        7717,         710,       .0920,       .1543,
    2013,        50464,       15713,        4607,         825,       .1791,       .0795,
    2014,        39735,       18134,        3155,        1675,       .5309,       .5085,
    2015,        17672,       27561,       17463,        2445,       .1400,       .2412,
    2016,        15703,       28786,       21498,        2585,       .1202,       .0717,
